등록기관,종별,의료기관명,전화번호,소재지(지번),소재지(도로명),인허가일자
전라남도 순천시 보건소,치과의원,순천수치과의원,061-752-6511,전라남도 순천시 가곡동 977번지 6호 (2층),"전라남도 순천시 중앙로 353, 2층 (가곡동)",1999-04-21
전라남도 무안군 보건소,,광암보건진료소,061-282-3232,전라남도 무안군 일로읍 산정리 793번지,전라남도 무안군 일로읍 삼산로 94,1987-11-09
전라남도 목포시 보건소,의원,웰빙의원,061-282-9980,전라남도 목포시 옥암동 1251번지,전라남도 목포시 남악1로52번가길 3 (옥암동),2007-10-05
전라남도 광양시 보건소,의원,허윤정신건강의학과의원,061-791-7975,전라남도 광양시 중동 1758번지 15호,"전라남도 광양시 공영로 88, 3층 (중동)",2017-08-10
,치과의원,김치과의원,061-395-2804,전라남도 장성군 장성읍 영천리 940번지 3호,전라남도 장성군 장성읍 영천로 145-1,2010-05-31
,,장성군북하면대악보건진료소,061-392-0306,,전라남도 장성군 북하면 단풍로 1073 (대악보건진료소),1986-10-01
,,장성군동화면월산보건진료소,061-392-8161,,전라남도 장성군 동화면 동화로 121 (월산보건진료소),1982-10-04
전라남도 영광군 보건소,,낙월안마보건진료소,061-352-3266,,전라남도 영광군 낙월면 안마길1길 22,1986-07-01
전라남도 장성군 보건의료원,의원,선재한의원,061-392-0037,전남장성군장성읍영천리 1273-105,,2002-02-15
전라남도 순천시 보건소,한의원,금송한의원,061-725-1845,전라남도 순천시 조례동 1834번지 1호,전라남도 순천시 백연길 104 (조례동),2012-11-14
전라남도 장성군 보건의료원,의원,중앙한의원,061-393-2880,전남장성군장성읍영천리 1053,,1969-02-15
전라남도 장성군 보건의료원,한의원,백양사한의원,061-392-7587,전남장성군북이면사거리 636-10,,2008-03-07
전라남도 장성군 보건의료원,의원,서울의원,061-392-2233,전남장성군장성읍영천리 1019,,1968-04-10
전라남도 장흥군 보건소,,장흥군관산읍삼산보건진료소,061-867-4095,,전라남도 장흥군 관산읍 삼산로 61,1983-10-01
전라남도 나주시 보건소,의원,센트럴내과의원,061-333-7571,전라남도 나주시 빛가람동 189번지 2호,"전라남도 나주시 전력로 2, 304,305,306,307호 (빛가람동, 이화빌딩3층)",2016-01-21
전라남도 완도군 보건의료원,,완도군금일읍소랑보건진료소,061-553-4148,전라남도 완도군 금일읍 사동리 706번지 2호,전라남도 완도군 금일읍 금일로 1207,1988-01-01
전라남도 진도군 보건소,한의원,경희터미널한의원,061-544-1275,전라남도 진도군 진도읍 남동리 782번지 1호,전라남도 진도군 진도읍 남문길 5 (터미널내),2014-01-02
전라남도 광양시 보건소,의원,광양튼튼정형외과의원,061-762-8575,전라남도 광양시 광양읍 인동리 411번지 10호 (2층),"전라남도 광양시 광양읍 인서1길 72, 2층",2012-10-02
전라남도 광양시 보건소,의원,우리들연합의원,061-795-9339,전라남도 광양시 중동 1574번지 2호 2층,"전라남도 광양시 진등길 19, 2층 (중동)",2012-03-14
전라남도 목포시 보건소,의원,코아미즈의원,061-283-6005,,전라남도 목포시 옥암로 129 (상동),2017-04-07
전라남도 고흥군 보건소,의원,성심의원,061-833-8887,전라남도 고흥군 고흥읍 서문리,전라남도 고흥군 고흥읍 터미널길 31,1993-02-26
전라남도 고흥군 보건소,의원,설의원,061-832-9553,전라남도 고흥군 과역면 과역리,전라남도 고흥군 과역면 고흥로 2969,1981-05-18
전라남도 나주시 보건소,의원,아이안과의원,061-813-2112,전라남도 나주시 성북동 138번지 18호 4층,"전라남도 나주시 영산로 5426, 4층 (성북동, 부림판넬)",2015-09-08
전라남도 영암군 보건소,치과의원,최용진치과의원,061-471-2875,전라남도 영암군 영암읍 동무리 142번지 1호,,1993-04-23
전라남도 해남군 보건소,의원,해남김안과의원,061-536-5424,전라남도 해남군 해리 407번지 4호 2층,"전라남도 해남군 해남읍 남부순환로 2, 2층",1999-05-01
전라남도 광양시 보건소,의원,진상의원,061-772-1140,전라남도 광양시 진상면 섬거리 295번지 9호 (2층),"전라남도 광양시 진상면 학연로 10, 2층",2002-08-29
전라남도 광양시 보건소,의원,서울의원,061-761-7315,전라남도 광양시 광양읍 칠성리 897번지 15호 2층,"전라남도 광양시 광양읍 칠성로 55, 2층",2006-03-06
전라남도 여수시 보건소,의원,나성수마취통증의학과의원,061-641-8270,전라남도 여수시 여서동 226번지 3호,전라남도 여수시 여서1로 78 (여서동),2000-01-28
전라남도 여수시 보건소,,여수시보건소,061-682-4000,,전라남도 여수시 시청서4길 47 (학동),1998-01-01
전라남도 여수시 보건소,의원,모성환내과의원,061-685-9119,전라남도 여수시 신기동,"전라남도 여수시 망마로 54, 2층 1호,9호 (신기동, 부영아파트 상가)",1999-09-17
전라남도 영암군 보건소,치과의원,하나치과의원,061-472-0330,전라남도 영암군 월평리 108번지,전라남도 영암군 신북면 예향로 2540,2004-12-02
전라남도 영암군 보건소,치과의원,삼호제일치과의원,061-464-3528,전라남도 영암군 삼호읍 용당리 1865번지 5호,,2009-02-18
전라남도 영암군 보건소,치과의원,시종현대치과의원,061-471-7528,영암군 시종면 만수리 924-1,,2004-08-30
전라남도 영암군 보건소,치과의원,윤지현치과의원,061-473-7528,영암군 학산면 독천리 27-2,,2002-06-26
전라남도 무안군 보건소,한의원,해제한의원,061-453-4789,전라남도 무안군 해제면 신정리 10번지 43호,전라남도 무안군 해제면 봉대로 24,2000-04-28
전라남도 보성군 보건소,의원,올바른의원,061-857-2600,전라남도 보성군 벌교읍 벌교리 889번지 12호,"전라남도 보성군 벌교읍 홍암로 8, 1층",2018-10-15
전라남도 영암군 보건소,의원,김승관내과의원,061-473-2118,영암군 영암읍 서남리 43-22,,1992-03-03
,,장성군삼서면두월보건진료소,061-392-2278,,전라남도 장성군 삼서면 남계소갈로 59-18,1986-10-01
전라남도 여수시 보건소,의원,박영배내과의원,061-684-7582,전라남도 여수시 학동 83번지 15호,"전라남도 여수시 망마로 21, 1, 2층 (학동)",2007-05-29
전라남도 영암군 보건소,의원,한마음가정의원,061-461-2175,,전라남도 영암군 삼호읍 신항로 63-12 (한마음회관내),2002-03-02
전라남도 영암군 보건소,의원,신북의원,061-472-9167,,전라남도 영암군 신북면 예향로 2540,1989-07-29
전라남도 강진군 보건소,의원,연세의원,061-434-7577,,전라남도 강진군 강진읍 영랑로4길 10,1999-03-29
전라남도 영광군 보건소,의원,영광비뇨기과의원,061-353-1700,전라남도 영광군 영광읍 신하리 829번지 25호,"전라남도 영광군 영광읍 신남로 168, 3층",2013-12-20
전라남도 영광군 보건소,의원,김기영내과의원,061-353-7520,,"전라남도 영광군 영광읍 신남로 178, 2층",2002-01-30
전라남도 순천시 보건소,치과의원,현대치과의원,061-722-8946,,"전라남도 순천시 이수로 291, 2층 202호 (조례동)",1995-06-16
전라남도 장흥군 보건소,의원,장흥에덴산부인과의원,061-864-1155,전라남도 장흥군 장흥읍 건산리 386번지 2호,전라남도 장흥군 장흥읍 중앙로 23-1,2003-04-25
전라남도 보성군 보건소,의원,유외과의원,061-852-3350,,전라남도 보성군 보성읍 중앙로 50-2,1981-01-26
전라남도 광양시 보건소,의원,광양피부과의원,061-793-7512,전라남도 광양시 중동 1638번지 14호 (2층),,2002-12-04
전라남도 영광군 보건소,,불갑면보건지소,061-350-5674,,전라남도 영광군 불갑면 함영로4길 12 (보건소),1987-09-16
전라남도 여수시 보건소,의원,정이비인후과의원,061-643-0530,전라남도 여수시 봉산동,전라남도 여수시 어항로 1 (봉산동),2006-02-17
전라남도 광양시 보건소,의원,모든아이소아청소년과의원,061-791-8575,전라남도 광양시 중동 1833번지 5호 3층,"전라남도 광양시 중마중앙로 13, 3층 (중동)",2013-04-02
전라남도 여수시 보건소,치과의원,문치과의원,061-681-2080,전남 여수시 학동 111 부영1차상가,"전라남도 여수시 소호로 658, 2층 (학동, 부영1차 상가)",2004-11-25
전라남도 영암군 보건소,치과의원,박종희치과의원,061-473-2240,전라남도 영암군 영암읍 역리 159번지 5호,전라남도 영암군 영암읍 중앙로 74,1984-05-30
전라남도 영암군 보건소,치과의원,삼호힐링치과의원,061-461-2879,전라남도 영암군 용당리 1870번지,전라남도 영암군 삼호읍 신촌길 2,2012-11-26
전라남도 목포시 보건소,의원,박외과의원,061-242-7577,전라남도 목포시 산정동 1082번지 7호,전라남도 목포시 산정로50번길 3 (산정동),2011-02-23
전라남도 나주시 보건소,의원,이준외과의원,061-333-3330,전라남도 나주시 영산동 140번지4호,전라남도 나주시 영산3길 32-16 (영산동),1995-10-19
전라남도 여수시 보건소,의원,바른정형외과내과의원,,,전라남도 여수시 시청로 42 (학동),2015-03-30
전라남도 영광군 보건소,치과의원,김영수치과의원,061-356-7535,전라남도 영광군 법성면 법성리,전라남도 영광군 법성면 진굴비길 84,1995-06-26
전라남도 나주시 보건소,,나주시공산면가송리보건진료소,061-335-7804,전라남도 나주시 공산면 가송리 23번지 1호,전라남도 나주시 공산면 가양로 239 (공산가송보건진료소),1984-12-15
전라남도 나주시 보건소,,나주시동강면월송리보건진료소,061-335-2736,전라남도 나주시 동강면 월송리 141번지 2호,전라남도 나주시 동강면 인월로 242-1 (동강월송보건진료소),1989-07-01
전라남도 나주시 보건소,,나주시공산면백사리보건진료소,061-335-5671,전라남도 나주시 공산면 백사리 543번지 6호,전라남도 나주시 공산면 오산로 238 (백사보건진료소),1989-07-01
전라남도 나주시 보건소,,나주시노안면금안보건진료소,061-336-8297,전라남도 나주시 노안면 금안리 109번지 5호,전라남도 나주시 노안면 금안1길 6 (노안금안보건진료소),1981-09-15
전라남도 나주시 보건소,,나주시문평면계로리보건진료소,061-337-0448,전라남도 나주시 문평면 계로리 365번지 15호,전라남도 나주시 문평면 문평로 487 (문평계로보건진료소),1989-07-01
전라남도 나주시 보건소,,나주시노안면도산리보건진료소,061-335-2929,전라남도 나주시 노안면 학산리 398번지,전라남도 나주시 노안면 도산길 3 (노안도산보건진료소),1989-07-01
전라남도 나주시 보건소,치과의원,나치과의원,061-334-2804,전라남도 나주시 남평읍 남평리 86번지,전라남도 나주시 남평읍 남평1로 28,2008-01-02
전라남도 곡성군 보건의료원,치과의원,김치과의원,061-362-1800,전라남도 곡성군 곡성읍 읍내리 310번지 33호,전라남도 곡성군 곡성읍 군청로 18,1989-04-22
전라남도 해남군 보건소,치과의원,두리치과의원,061-536-2875,전라남도 해남군 해남읍 고도리 115번지 7호,,1997-01-24
전라남도 담양군 보건소,치과의원,담양중앙치과의원,061-382-7582,전라남도 담양군 담양읍 지침리 136번지 15호,"전라남도 담양군 담양읍 중앙로 46, 2층",2013-07-30
전라남도 함평군 보건소,,신광보건지소,061-320-3414,전라남도 함평군 신광면 월암리,전라남도 함평군 신광면 신광중앙길 84,1964-02-11
전라남도 담양군 보건소,치과의원,조은치과의원,061-381-2804,전라남도 담양군 고서면 동운리 579번지 3호,"전라남도 담양군 고서면 원등1길 4, 3층",2014-06-28
전라남도 함평군 보건소,,손불보건지소,061-320-3413,전라남도 함평군 손불면 대전리,전라남도 함평군 손불면 손불중앙길 45,1964-02-11
전라남도 순천시 보건소,치과의원,서울바른이치과교정과치과의원,061-727-2879,,"전라남도 순천시 남신월길 2, 6층 (조례동)",2016-06-13
전라남도 목포시 보건소,한의원,으뜸한의원,061-246-5577,,"전라남도 목포시 원산중앙로 64, 1층 (산정동)",2010-04-21
전라남도 곡성군 보건의료원,한의원,옥과한의원,061-362-0777,,전라남도 곡성군 옥과면 리문6길 2,2003-12-01
전라남도 광양시 보건소,한의원,조은한의원,061-794-9877,,"전라남도 광양시 중마중앙로 87, 2층 (중동)",2005-02-07
전라남도 영광군 보건소,의원,영광마취통증의학과의원,061-353-7226,전라남도 영광군 영광읍 남천리 313-1,"전라남도 영광군 영광읍 신남로 195, 2층",2024-05-13
전라남도 보성군 보건소,한의원,감초한의원,061-853-9939,전라남도 보성군 보성읍 보성리 927번지 12호,전라남도 보성군 보성읍 현충로 72,1999-01-23
전라남도 순천시 보건소,한의원,추나인한의원,061-745-1075,전라남도 순천시 오천동 956-2,"전라남도 순천시 오천7길 28, 2층 202호 (오천동)",2021-04-08
전라남도 순천시 보건소,치과의원,성모치과의원,061-753-2875,,"전라남도 순천시 고지1길 4, 3층 (가곡동)",2007-03-16
